Date,Sales,Product,Region
2023-05-19,1162.703443473934,Sports,West
2023-05-20,753.8271367132089,Sports,East
2023-05-21,1045.4919869208259,Toys,East
2023-05-22,1261.4285508564856,Clothing,South
2023-05-23,678.5033530877545,Electronics,West
2023-05-24,1036.9267717064608,Clothing,North
2023-05-25,1051.9765588496848,Electronics,East
2023-05-26,1156.364574355462,Toys,West
2023-05-27,752.6098578243837,Toys,South
2023-05-28,735.9086773831448,Sports,North
2023-05-29,1104.3883131233795,Clothing,West
2023-05-30,1059.3969346466372,Sports,North
2023-05-31,1050.0985700691754,Clothing,North
2023-06-01,1069.289641899395,Sports,North
2023-06-02,863.9950556843019,Home Goods,East
2023-06-03,1046.4507394322006,Home Goods,East
2023-06-04,1058.6144946597362,Home Goods,South
2023-06-05,857.1297163947264,Home Goods,South
2023-06-06,1373.1549022289514,Electronics,West
2023-06-07,1094.7665841823575,Home Goods,South
2023-06-08,761.7393005594703,Toys,North
2023-06-09,1131.310721726766,Toys,North
2023-06-10,805.0636659545357,Electronics,East
2023-06-11,1157.4169207484904,Home Goods,North
2023-06-12,1231.7191158014807,Home Goods,West
2023-06-13,835.8635363296579,Home Goods,North
2023-06-14,1192.6752258488643,Sports,North
2023-06-15,1082.5561853872996,Clothing,West
2023-06-16,1164.4120319988979,Sports,South
2023-06-17,1379.3585965307896,Clothing,South
2023-06-18,950.9223767994259,Home Goods,West
2023-06-19,849.2527671285021,Home Goods,East
2023-06-20,822.0971140748953,Sports,North
2023-06-21,836.8379430069124,Sports,West
2023-06-22,984.5796581171792,Clothing,North
2023-06-23,1068.2303949633288,Toys,East
2023-06-24,1055.3381598660037,Clothing,North
2023-06-25,1165.4366498072047,Sports,West
2023-06-26,1002.6003783755814,Sports,North
2023-06-27,1290.7068154314634,Electronics,South
2023-06-28,947.0686333524088,Sports,East
2023-06-29,1544.0338333179238,Electronics,East
2023-06-30,1125.1334695530013,Toys,East
2023-07-01,828.5684887167436,Clothing,West
2023-07-02,785.8215003877775,Clothing,East
2023-07-03,1096.494483048637,Electronics,South
2023-07-04,955.3074429348299,Clothing,West
2023-07-05,1142.8000988184185,Sports,South
2023-07-06,1094.647524914709,Home Goods,North
2023-07-07,985.4342174686254,Electronics,North
2023-07-08,830.641256386319,Clothing,North
2023-07-09,697.030555062827,Electronics,North
2023-07-10,910.6970095865958,Electronics,South
2023-07-11,1171.2797588646945,Home Goods,West
2023-07-12,1042.8187488260407,Sports,West
2023-07-13,750.8522442576024,Electronics,East
2023-07-14,1034.6361851702363,Clothing,South
2023-07-15,1077.0634759457673,Toys,North
2023-07-16,823.2285127597734,Electronics,South
2023-07-17,1030.7450211891055,Electronics,East
2023-07-18,1011.6417436892,Home Goods,East
2023-07-19,771.4059404338753,Sports,South
2023-07-20,1071.5574720696566,Toys,South
2023-07-21,1112.1569052736468,Clothing,South
2023-07-22,1216.6102486350553,Toys,West
2023-07-23,1210.7604104069806,Clothing,North
2023-07-24,724.4661264085818,Sports,South
2023-07-25,812.4349920169755,Clothing,South
2023-07-26,1103.0070534417318,Home Goods,South
2023-07-27,1102.7571901824417,Home Goods,East
2023-07-28,1103.0095372612095,Home Goods,East
2023-07-29,1770.5462981309443,Home Goods,West
2023-07-30,1114.1781021386334,Toys,North
2023-07-31,1227.1131280361199,Sports,West
2023-08-01,1190.8003526986404,Clothing,North
2023-08-02,1130.2782502611597,Clothing,East
2023-08-03,936.9461510719309,Home Goods,East
2023-08-04,1151.7938440986536,Home Goods,East
2023-08-05,845.4349570924857,Electronics,West
2023-08-06,952.6362786519983,Sports,South
2023-08-07,902.9272904341793,Toys,South
2023-08-08,1016.3748278772645,Clothing,East
2023-08-09,1462.9317133347017,Electronics,South
2023-08-10,626.5469614816504,Electronics,South
2023-08-11,1137.2520380749027,Clothing,West
2023-08-12,677.4568257620697,Toys,North
2023-08-13,905.6136268421133,Electronics,East
2023-08-14,1217.790119393473,Electronics,East
2023-08-15,1012.8560038190925,Sports,West
2023-08-16,784.4510444141388,Toys,West
2023-08-17,856.9392581480064,Electronics,South
2023-08-18,1135.9195497869352,Toys,East
2023-08-19,853.9266736565727,Clothing,North
2023-08-20,1043.2917179163949,Home Goods,West
2023-08-21,1009.1143679807627,Electronics,North
2023-08-22,869.6799304788366,Sports,North
2023-08-23,1428.788817865065,Clothing,East
2023-08-24,1126.7838044636023,Toys,East
2023-08-25,594.9714826684785,Clothing,West
2023-08-26,1037.2908629538856,Electronics,East
2023-08-27,867.6427070463224,Toys,East
2023-08-28,1170.4866669592448,Home Goods,East
2023-08-29,841.4958523134599,Clothing,North
2023-08-30,977.0527117066202,Electronics,West
2023-08-31,1100.9974557960913,Sports,South
2023-09-01,1173.1510388340243,Toys,North
2023-09-02,759.9407185888448,Clothing,East
2023-09-03,933.0997528318103,Clothing,North
2023-09-04,905.0109377678087,Home Goods,East
2023-09-05,869.3341534852576,Home Goods,East
2023-09-06,1353.0908480562193,Sports,North
2023-09-07,1080.9963421921912,Sports,West
2023-09-08,747.823209132991,Electronics,East
2023-09-09,1183.572389410955,Electronics,West
2023-09-10,1424.4312394025267,Sports,South
2023-09-11,1206.4930521102294,Sports,East
2023-09-12,696.1260068091973,Toys,West
2023-09-13,903.1531854267497,Home Goods,West
2023-09-14,1253.3822298373245,Electronics,South
2023-09-15,858.4661068762439,Home Goods,West
2023-09-16,1088.7638856292456,Home Goods,West
2023-09-17,1154.9268106858674,Sports,South
2023-09-18,814.6139056843834,Toys,East
2023-09-19,988.09492878764,Clothing,West
2023-09-20,351.74653198618546,Toys,West
2023-09-21,795.122471733142,Toys,West
2023-09-22,949.486369721368,Home Goods,North
2023-09-23,750.44336360703,Toys,South
2023-09-24,1326.482260786327,Electronics,North
2023-09-25,713.9717244078735,Home Goods,South
2023-09-26,911.9911026606032,Electronics,East
2023-09-27,1026.1481154572182,Clothing,East
2023-09-28,1288.254657813223,Home Goods,West
2023-09-29,712.8275697641121,Clothing,South
2023-09-30,1232.632750430992,Home Goods,East
2023-10-01,1002.0466122039174,Sports,South
2023-10-02,803.6982697904098,Toys,East
2023-10-03,1092.4206948526542,Sports,North
2023-10-04,1039.811939114694,Clothing,East
2023-10-05,879.9566245682411,Toys,North
2023-10-06,1013.9604169980038,Home Goods,East
2023-10-07,922.937280627648,Toys,West
2023-10-08,1022.7034690502496,Electronics,North
2023-10-09,1132.4261349042094,Toys,East
2023-10-10,1317.2033632290704,Electronics,West
2023-10-11,752.4369002346302,Toys,North
2023-10-12,1426.6066749312533,Electronics,West
2023-10-13,609.5824400954996,Clothing,South
2023-10-14,969.6429809928833,Sports,South
2023-10-15,1117.6634412969154,Home Goods,North
2023-10-16,1056.1983735470064,Toys,East
2023-10-17,875.4600960358812,Sports,North
2023-10-18,958.375549928545,Home Goods,West
2023-10-19,901.3998130682335,Home Goods,East
2023-10-20,882.1270486111576,Electronics,South
2023-10-21,1169.920419404205,Clothing,East
2023-10-22,1071.4030971930094,Clothing,South
2023-10-23,861.4180809478692,Sports,East
2023-10-24,1179.91997508665,Clothing,East
2023-10-25,1061.4599041753218,Toys,East
2023-10-26,1162.572423767792,Clothing,West
2023-10-27,1125.9257683847225,Sports,West
2023-10-28,834.2009978155855,Clothing,North
2023-10-29,887.963791960606,Toys,North
2023-10-30,1149.4587210246523,Electronics,South
2023-10-31,1122.0740530866929,Sports,West
2023-11-01,995.8196812071703,Electronics,South
2023-11-02,1023.4654766617564,Electronics,North
2023-11-03,1255.532979157685,Electronics,South
2023-11-04,881.685722232834,Home Goods,North
2023-11-05,1109.4194762340076,Home Goods,West
2023-11-06,959.5614695132211,Electronics,East
2023-11-07,956.4637593545559,Sports,West
2023-11-08,1219.7553703974381,Toys,South
2023-11-09,1165.083269797606,Toys,South
2023-11-10,1162.7019272001278,Clothing,West
2023-11-11,1261.0957614308659,Sports,West
2023-11-12,1004.2007683265518,Home Goods,North
2023-11-13,1136.3905942589927,Electronics,South
2023-11-14,937.9466486813088,Clothing,South
2023-11-15,1064.8332704976883,Toys,West
2023-11-16,973.9713891264631,Home Goods,East
2023-11-17,1019.3991929985436,Home Goods,South
2023-11-18,1119.0314050873826,Electronics,East
2023-11-19,836.3558633533055,Toys,West
2023-11-20,1418.477455137092,Sports,West
2023-11-21,798.7965237000597,Home Goods,North
2023-11-22,757.1622774424536,Electronics,South
2023-11-23,1231.6221747000136,Sports,East
2023-11-24,1158.3325387925872,Toys,North
2023-11-25,1124.8239634104311,Home Goods,South
2023-11-26,1125.6691018528559,Sports,North
2023-11-27,997.5506454306171,Sports,West
2023-11-28,820.5491257028336,Sports,South
2023-11-29,1015.1609116387452,Home Goods,North
2023-11-30,864.5676576975777,Home Goods,North
2023-12-01,1195.0239466835503,Clothing,East
2023-12-02,970.5885236995723,Toys,North
2023-12-03,834.9005606414977,Electronics,South
2023-12-04,935.7228316694013,Sports,South
2023-12-05,1082.5862908551248,Clothing,East
2023-12-06,887.255089439205,Electronics,South
2023-12-07,835.5559208867137,Clothing,West
2023-12-08,1048.7374422983826,Home Goods,South
2023-12-09,1048.9933142217446,Sports,South
2023-12-10,898.6113649257741,Electronics,North
2023-12-11,905.7923388763354,Electronics,North
2023-12-12,1046.4099874715273,Electronics,South
2023-12-13,710.3831317005352,Electronics,East
2023-12-14,718.507245124689,Electronics,North
2023-12-15,856.3111557495129,Clothing,East
2023-12-16,957.3105696576306,Sports,South
2023-12-17,1062.1815131196008,Home Goods,South
2023-12-18,1295.0712433899105,Home Goods,West
2023-12-19,1171.5319246404038,Home Goods,North
2023-12-20,968.0122940073146,Home Goods,South
2023-12-21,996.1967584194622,Clothing,West
2023-12-22,799.4941270724382,Toys,North
2023-12-23,996.297372801522,Sports,South
2023-12-24,942.2682722159724,Electronics,South
2023-12-25,1064.543712067618,Toys,North
2023-12-26,834.5538112895354,Home Goods,North
2023-12-27,1103.8693028482344,Toys,North
2023-12-28,1306.5477826005156,Sports,South
2023-12-29,978.2479703086285,Electronics,South
2023-12-30,1080.3423444197883,Electronics,West
2023-12-31,1138.0287983422224,Sports,East
